,Unnamed: 0,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Total Cup Points,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
1531,1531,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",1104387103,cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1 kg,2012,Q3 2012,jesus carlos cadena valdivia,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,79.92,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1534,1534,Guatemala,piamonte,11/23/0639,beneficio ixchel,11/23/0639,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,2017,Q3 2017,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,79.83,0,0.0,Green,2,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1535,1535,Nicaragua,asociación aldea global jinotega,,beneficio soppexcca,017/191/488,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,75,2 kg,2014,Q1 2015,asociación aldea global jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,79.83,0,0.0,Green,0,"March 29th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f
1536,1536,Mexico,la cuchilla,,cafetalera la cuchilla,1104276076,,1300,veracruz,CIRO DE LA VEQUIA CESSA,250,1 kg,2012,Q3 2012,sergio de la vequia bernardi,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,79.83,0,0.0,Green,3,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1537,1537,United States (Hawaii),,,,HDOA 220468 Kona Prime,kona pacific farmers cooperative,,kona,,12,100 lbs,2012,Q2 2012,kona pacific farmers cooperative,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,79.83,7,0.0,Blue-Green,10,"April 5th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1538,1538,Guatemala,la esperanza,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",25,69 kg,2016,Q2 2017,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.75,0,4.0,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1540,1540,Taiwan,baijiada coffee farm佰加達咖啡莊園,,baijiada coffee farm佰加達咖啡莊園,Taiwan,"red on tree co., ltd.",500-700m,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,50,20 kg,2013,Q3 2014,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,79.75,0,0.0,Blue-Green,0,"July 28th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1541,1541,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,2013,Q2 2014,doi tung development project,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,79.75,0,0.0,Green,0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1542,1542,Peru,,,,030-0595-0508,sustainable harvest,,huanuco,,320,5 lbs,2013,Q1 2014,dane loraas,,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,79.75,1,0.0,Green,2,"January 23rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1543,1543,Costa Rica,several,,coopeagri,5-066-038,the coffee source inc.,1100,brunca,Coopeagri,275,2 kg,2013,Q3 2013,the coffee source inc.,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,79.75,0,0.0,Blue-Green,4,"September 23rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1544,1544,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,2013,Q1 2013,fredy gordillo reyes,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,79.75,0,0.0,Green,4,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1545,1545,Mexico,comonyaj noptic s de ss,,,0,comon yaj noptic s. de ss,1022,chiapas,COMONYAJ NOPTIC S DE SS,275,1 kg,2013,Q1 2013,leonides de la cruz lopez,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,79.75,0,0.0,Green,4,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1546,1546,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,380,1 kg,2013,Q1 2013,calixto guillen vazquez,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,79.75,0,0.0,Green,5,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1548,1548,Mexico,el vergel,,amsa oaxaca,1405811686,ecomtrading,1050,pochutla,ANGEL GONZALES,250,1 kg,2012,Q3 2012,alfredo bojalil,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,79.75,1,0.0,Green,22,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1549,1549,Guatemala,genuine antigua medina,,,FINCA MEDINA 11/11711/01-LOGO APCA,lusso coffee lab,,antigua,Jorge Bolanos,275,69 kg,2012,Q3 2012,lusso lab,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,79.75,0,0.0,Green,4,"July 23rd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1551,1551,Guatemala,la esmeralda,11/23/0508,beneficio ixchel,11/23/0508,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69 kg,2016,Q2 2017,juan luis alvarado romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,79.67,0,2.0,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1552,1552,El Salvador,la montaña,1,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,9,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,2016,Q1 2017,consejo salvadoreño del café,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,79.67,0,0.0,Blue-Green,12,"March 23rd, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d
1553,1553,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,2013,Q2 2014,doi tung development project,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,79.67,0,0.0,Blue-Green,0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1554,1554,Guatemala,la castellana,,beneficio ixchel,11/23/0957,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,2013,Q2 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,79.67,0,0.0,Green,6,"June 27th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1555,1555,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,2013,Q1 2013,fredy gordillo reyes,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,79.67,0,0.0,Green,6,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1560,1560,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,2012,Q3 2012,armando luis pohlenz martinez,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,79.58,0,0.0,Green,5,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1563,1563,Nicaragua,las nubes,,,017/176/160,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69 kg,2015,Q3 2015,cooperativa el gorrion r.l,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,79.5,0,0.0,Green,6,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f
1565,1565,Colombia,,,trilladora boananza,68-0197,exportadora de cafe condor s.a,1550 msnm,cundinamarca,,250,70 kg,2013,Q2 2013,exportadora de cafe condor s.a,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,79.5,0,0.0,Green,2,"June 21st, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab
1566,1566,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,2012,Q3 2012,armando luis pohlenz martinez,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,79.5,1,0.0,Green,20,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1567,1567,Mexico,casa blanca,,,145092,,1100,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,127,1 kg,2012,Q3 2012,mario jose fernandez,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,79.5,0,0.0,Blue-Green,5,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1568,1568,Guatemala,el papaturro,,beneficio ixchel,11/23/0358,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,AMILCAR LAPOLA,250,69 kg,2013,Q2 2014,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.42,0,0.0,Green,2,"May 13th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1569,1569,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69 kg,2014,Q1 2014,juan luis alvarado romero,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,79.42,1,0.0,Green,4,"March 31st, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1570,1570,Mexico,cre-leg l-4,,cre-leg beneficio,0,cafessisimo compañia s.a. de c.v.,800,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,10,1 kg,2012,Q3 2012,adriana torres rico quevedo,Typica,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,79.42,0,0.0,Green,30,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1571,1571,Cote d'Ivoire,cnra station of divo,Lot A 20170519,cnra station of divo,,royal 1750 coffee,200,cnra station of divo,CNRA,2,1 kg,2016,Q2 2017,rre kunene,,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,79.33,1,0.0,Blue-Green,2,"June 6th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1572,1572,Colombia,several,,spot,3-279-390,the coffee source inc.,1200,pereira,Spot,250,3 lbs,2013,Q1 2014,the coffee source inc.,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,79.33,0,0.0,Green,3,"January 8th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1574,1574,Mexico,la gloria,,"el olvido, zentla, veracruz",1104275271,,750,zentla,ANTONIO CORDOBA MURILLO,50,1 kg,2012,Q3 2012,eric jesus cordoba arroyo,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,79.33,0,0.0,Green,19,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1575,1575,Guatemala,conquista / morito,,beneficio ixchel,11/23/0122,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,2012,Q1 2012,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,79.33,0,0.0,Green,6,"January 12th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1576,1576,Taiwan,baishencun coffee farm百勝村咖啡莊園,,baishengcun coffee 百勝村咖啡莊園,Taiwan,"red on tree co., ltd.",850,natou county,WU SHU YI 巫叔憶,50,20 kg,2014,Q4 2014,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,79.25,0,0.0,Blue-Green,0,"November 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1577,1577,Mexico,el aguacate,,cafes de naranjal s.a. de c.v.,1104367469,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,12,1 kg,2012,Q3 2012,marco virgilio ramirez teliz,Bourbon,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,79.25,0,0.0,Green,10,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1578,1578,Guatemala,las delicias,11/23/0632,beneficio ixchel,11/23/0632,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69 kg,2017,Q3 2017,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,79.17,0,0.0,Green,0,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1579,1579,Honduras,la bendicion,Lot # 331,dry in solar beds,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15,69 kg,2017,Q3 2017,janny marlith torres,Catuai,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,79.17,0,0.0,Green,5,"July 27th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1580,1580,Guatemala,chapultepec,11/23/0168,beneficio ixchel,11/23/0168,"unex guatemala, s.a.",1320,occidente,CHAPULTEPEC,250,69 kg,2016,Q2 2016,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,79.17,0,8.0,Green,6,"May 23rd, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1581,1581,Guatemala,el chile,,la conquista,11-973-94,mercon guatemala s.a.,1300 a 1800 metros sobre el nivel del mar,nuevo oriente,OVIDIO CARDONA,275,69 kg,2015,Q2 2015,juan luis alvarado romero,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,79.17,0,0.0,Green,6,"June 29th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1584,1584,Mexico,el delirio,,"yajalon, chiapas",2728,,1450,yajalon,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,1 kg,2012,Q3 2012,julio cesar robles flores,Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,79.17,0,0.0,Green,34,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1586,1586,Guatemala,las merceditas,11/23/0693,beneficio ixchel,11/23/0693,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,2017,Q3 2017,juan luis alvarado romero,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,79.08,0,0.0,Green,1,"August 23rd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1587,1587,United States (Puerto Rico),hacienda caracolillo,,hacienda alto grande,,"hacienda alto grande, llc.",2800 ft,yauco region,Hacienda Alto Grande,18,5 lbs,2013,Q2 2014,german negron,Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,79.08,0,0.0,Green,0,"June 9th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1589,1589,Mexico,las palmas,,"palo blanco, tlacuilotepec, puebla",1207093598,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,2012,Q3 2012,juana rodriguez gutierrez,Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,79.08,0,0.0,Green,45,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1590,1590,Mexico,el desmoronado,,el desmoronado,0,,1200,talpa de allende,BALBINO RAMIREZ FLORES,10,1 kg,2012,Q3 2012,balbino ramirez flores,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,79.08,0,0.0,Blue-Green,0,"July 3rd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1592,1592,Guatemala,various,,las americas,11-951-388,outspan guatemala s.a.,4000,oriente,Varios,250,69 kg,2014,Q3 2014,juan luis alvarado romero,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,79.0,0,0.0,Green,3,"September 11th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1593,1593,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,2014,Q2 2014,cafes finos de exportacion s de r.l.,Pacas,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,79.0,0,0.0,Green,12,"April 26th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1596,1596,Mexico,el sauce,,"zaragoza itundujia, oaxaca",2074632,cafeorganico.mx,1550,zaragoza itundujia,JUAN CRUZ RIAÑO,16,1 kg,2012,Q3 2012,israel eduardo paz garcia,Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,79.0,3,0.0,Green,17,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1597,1597,Mexico,pico del oro,,"el pacayal, amatenango de la frontera, chiapas",F07016865,café pico de loro,12oo,amatenango de la frontera,JUAN AVENAMAR RODRIGUEZ FUNEZ,120,1 kg,2012,Q3 2012,juan avenamar rodriguez funez,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,79.0,7,0.0,Green,38,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1598,1598,Mexico,santa teresa,,amsa tuxtla,2222,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,2013,Q1 2013,alfredo bojalil,Typica,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,78.92,0,0.0,Green,8,"March 12th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1600,1600,Nicaragua,finca las marías,017-053-0211/053-0212,beneficio atlantic condega,017-053-0211/053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez,1,1 kg,2016,Q2 2017,"exportadora atlantic, s.a.",Caturra,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,78.83,0,2.0,Green,4,"May 22nd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1601,1601,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association of America,kona pacific farmers cooperative,,kona,,11,2 lbs,2013,Q1 2014,eileen koyanagi,,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,78.75,5,0.0,Green,8,"January 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1602,1602,Guatemala,la castellana,,beneficio ixchel,11/23/1020,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,2013,Q3 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,78.75,1,0.0,Green,8,"July 5th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1603,1603,Mexico,"la patrona, el trebol, la cadena",,"tlavictepan, huatusco",0,empagri s.p.r. de r.l. de c.v.,1320,veracruz,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",20,1 kg,2012,Q3 2012,octavio augusto diaz trejo,Typica,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,78.75,0,0.0,Green,0,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1606,1606,China,alicia's farm,,yunnan louis herbs r&d center,LOUIS88,yunnan louis herbs r& d center,1850,yunnan,Yunnan Louis Herbs R&D Center,1,2 kg,2013,Q2 2014,adam ciruli ye,Typica,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,78.67,0,0.0,Green,5,"April 26th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1609,1609,Nicaragua,,,,017-053,exportadora atlantic s.a,,,,275,2 kg,2014,Q1 2015,"exportadora atlantic, s.a.",,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,78.58,1,0.0,Green,1,"March 27th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f
1610,1610,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,250,69 kg,2014,Q3 2014,juan luis alvarado romero,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,78.58,0,0.0,Green,3,"September 4th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1611,1611,Taiwan,kan tou mountain coffee 崁頭山咖啡館,,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.",800m,"dongshan dist., tainan city 臺南市東山區",GUO JIUN HUNG 郭俊宏 & TSENG RU FENG 曾如楓,50,20 kg,2013,Q3 2014,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,78.58,0,0.0,Green,0,"July 22nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
