,ID,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
302,302,Mexico,Finca Custepec,350,Exportadora de Café California,016-2028-0350,Exportadora Café California,985,La Concordia,Armando Luis Pohlenz,600,18000 kg,Centro Agroecológico del Café A.C.,2024 / 2025,"May 19th, 2025",ANDREAS KUSSMAUL,Typica,Completed,Washed / Wet,7.5,7.5,7.33,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.0,82.5,11.2,0,0,green,2,"May 19th, 2026",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092
303,303,Taiwan,老農與白雪公主的結晶,"2024 Sustainable Specialty Coffee Farm Awards,S030",老農與白雪公主的結晶,,Taiwan Coffee Laboratory,400,"新竹縣關西鎮 Guanxi Township, Hsinchu County","鄒易良 ZOU,YI-LIANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.58,7.5,7.42,7.42,7.42,10.0,10.0,10.0,7.58,0.0,82.5,11.7,0,0,green,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
304,304,Papua New Guinea,OKAPA District,Grade A Arabica Typica PEA BERRY,Sipffee Holding Company Limited,,Taiwan Coffee Laboratory,1800,PNG Eastern Highlands Province,Sipffee Holding Company Limited,300,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"November 27th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.42,7.58,7.5,7.58,7.42,7.42,10.0,10.0,10.0,7.58,0.0,82.5,11.4,2,0,green,12,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
305,305,Taiwan,COFEE BERRIES MANOR,C205,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Pulped natural / honey,7.5,7.5,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.42,11.1,0,1,yellow green,2,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
306,306,Colombia,VARIOS,3-01-17558,"ALMACAFE ARMENIA, QUINDIO",3-01-17558,Federación de cafeteros de Colombia,1100 a 1800,QUINDIO,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"October 13th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.58,7.67,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.42,9.9,0,0,green,4,"October 13th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
307,307,Guatemala,Los Quequezques,11/183/11,"Beneficio Santa Rita, S.A",11/183/11,Asociación Nacional del Cafe,1600-1800,San Juan Sacatepéquez,"Agroindustrial Magna, S.A",115,30 kg,Asociacion Nacional Del Café,2024 / 2025,"June 26th, 2025",Evelin Isabel Hernández Paxtor,Sarchimor,Completed,Washed / Wet,7.75,7.83,7.67,7.83,7.83,7.75,9.33,9.33,10.0,7.75,-0.67,82.42,11.4,0,4,green,9,"June 26th, 2026",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
308,308,Taiwan,COFEE BERRIES MANOR,C208,"Chiayi Agricultural Experiment Branch, TARI",,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.5,7.42,7.42,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.0,82.33,9.5,0,0,green,2,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
309,309,Taiwan,COFEE BERRIES MANOR,C215,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Bourbon,Completed,Natural / Dry,7.58,7.5,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,82.33,12.1,0,1,yellowish,9,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
310,310,Taiwan,燿興原生山茶咖啡工坊,"2024 Sustainable Specialty Coffee Farm Awards,S120",燿興原生山茶咖啡工坊,,Taiwan Coffee Laboratory,1100,"高雄市桃源區 Taoyuan Dist., Kaohsiung City","謝慧敏 HSIEH,HUI-MIN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022 / 2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.58,7.42,7.42,7.25,7.5,10.0,10.0,10.0,7.5,0.0,82.33,10,0,0,green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
311,311,Taiwan,泥妲咖啡,A09,泥妲咖啡,,Taiwan Coffee Laboratory,300-500,花蓮縣秀林鄉,戴豐秋,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.67,7.42,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,0.0,82.33,11.7,0,0,greenish,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
312,312,Taiwan,Tsai P. Coffee (蔡教授咖啡),"2024 Sustainable Specialty Coffee Farm Awards,S071",Tsai P. Coffee (蔡教授咖啡),,Taiwan Coffee Laboratory,850,"南投縣國姓鄉 Guoxing Township, Nantou County","蔡建皇 CAI,JIAN-HUANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Yellow Bourbon,Completed,Natural / Dry,7.5,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.0,82.25,11.5,0,0,yellow-green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
313,313,Taiwan,竹崙子莊園,"2024 Sustainable Specialty Coffee Farm Awards,S070",竹崙子莊園,,Taiwan Coffee Laboratory,420-430,"新北市三峽區 Sanxia Dist., New Taipei City","邱建明 CIOU,JIAN-MING",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Arabica,Completed,Pulped natural / honey,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.42,0.0,82.25,10.4,0,0,bluish-green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
314,314,Indonesia,Edwin Lubis,-,dry mill,,,1300,Marancar,Edwin Lubis,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Edwin Lubis,Sumatra,Completed,Washed / Wet,7.58,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.5,0.0,82.25,12.2,0,3,green,1,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
315,315,Indonesia,DARMAN,-,dry mill,,PGM Coffee ( Pagagunung mandheling coffee),1000,Mandailing Natal,PGM Coffee ( Pagagunung mandheling coffee),1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.83,7.67,7.67,7.58,7.58,7.67,8.67,10.0,10.0,7.58,0.0,82.25,12.3,0,3,green,1,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
316,316,Sri Lanka,Beramana Union,Beramana South,Helanta Mills,,Dickwells Coffee,1150,Kothmale Valley,Tharanga Ranjith,20,600 kg,SOCOF Lab,2024 / 2025,"June 2nd, 2025",Dave O'Connor,"S9, HDT, Catimor",Completed,Anaerobic Natural 90hrs,7.58,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.25,10.5,0,0,green,1,"June 2nd, 2026",SOCOF Lab,"(Ministry of Roasters)199 Chang Moi , Mueng Chiang Mai, 53000 Thailand",Anuwat Kobnampetch - whatsapp +66 925524446
317,317,Indonesia,Filo Coffee Roastery,-,dry mill,,PT.FILO MULTI GLOBALINDO,1000,SIPIROK,Filo coffee roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Dita mutiara Hrp,Sumatra,Completed,Washed / Wet,7.42,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.33,0.0,82.25,12.9,0,3,green,0,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
318,318,Taiwan,安吉麗雅農莊 Angelia Coffee Farm,"2024 Sustainable Specialty Coffee Farm Awards,S048",安吉麗雅農莊 Angelia Coffee Farm,,Taiwan Coffee Laboratory,780,"台中市和平區 Heping Dist., Taichung City","蔡佳樺 CAI,JIA-HUA",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.33,0.0,82.17,11.6,0,0,green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
319,319,Taiwan,最高分咖啡莊園,"2024 Sustainable Specialty Coffee Farm Awards,S044",最高分咖啡莊園,,Taiwan Coffee Laboratory,1100,"嘉義縣梅山鄉 Meishan Township, Chiayi County","林宥羭 LIN,YOU-YU",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.5,7.42,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.58,0.0,82.17,10.1,0,0,greenish,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
320,320,Indonesia,MANTUA SINAGA,-,dry mill,,WARUNG KOPI SYNERGY,1680,Samosir,OLIVER DOHAR A.SIMBOLON,1,2 kg,5758 Coffee Lab,2024 / 2025,"June 25th, 2025",OLIVER DOHAR A.SIMBOLON,Sumatra,Completed,Washed / Wet,7.58,7.58,7.33,7.42,7.33,7.5,10.0,10.0,10.0,7.42,0.0,82.17,14.4,0,1,green,5,"June 25th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
321,321,Indonesia,Filo Coffee Roastery,-,dry mill,,PT.FILO MULTI GLOBALINDO,1000,SIPIROK,Filo Coffee Roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",sartika permata,Sumatra,Completed,Washed / Wet,7.5,7.33,7.33,7.58,7.5,7.42,10.0,10.0,10.0,7.5,0.0,82.17,11.6,0,2,bluish-green,6,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
322,322,Taiwan,卓武山咖啡,C11,卓武山咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,許峻榮,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.58,7.58,7.33,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.17,11.1,0,0,pale yellow,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
323,323,Vietnam,Apollo Estate,Apollo CD washed 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Washed / Wet,7.5,7.42,7.33,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.17,11.6,0,0,green,1,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
324,324,Indonesia,Gandasil,Gandasil Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1600,"Gandang Batu Sillanan, Tana Toraja",Inovasi Kopi,1,50 kg,5758 Coffee Lab,2024,"February 5th, 2025",Thomas Pangaribuan,Sulawesi,Completed,Natural / Dry,7.67,7.5,7.33,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.0,82.17,12.2,0,2,green,2,"February 5th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
325,325,Colombia,VARIOS,3-01-13645,ALMACAFE PEREIRA,3-01-13645,Federación de cafeteros de Colombia,1100 a 1800,RISARALDA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2020 / 2021,"May 27th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.5,0.0,82.08,10.2,5,18,green,16,"May 27th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
326,326,Taiwan,曙光的故鄉The Land of Dawn,2025花蓮縣第九屆精品咖啡評鑑批次,曙光的故鄉The Land of Dawn,,Taiwan Coffee Laboratory,230,"Ruisui Township, Hualien County","王登飛WANG,DENG-FEI",1,6 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 12th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.0,82.08,12.9,0,0,blue-green,0,"September 12th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
327,327,Indonesia,KT. Basbason,-,dry mill,,Koperasi Berkah Bersama Darul Mursyid,1250,Saipar Dolok Hole,Koperasi Berkah Bersama Darul Mursyid,1,2 kg,5758 Coffee Lab,2023 / 2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.42,7.67,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.33,0.0,82.08,12.2,0,9,green,4,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
328,328,Indonesia,BCE Cimenyan,Mekarmanik Natural,Inovasi Kopi,,PT INOVASI KOPI NUSANTARA,1180,"Mekarmanik, Jawa Barat",Inovasi Kopi,4,50 kg,5758 Coffee Lab,2024,"February 4th, 2025",Thomas Pangaribuan,Sumatra Lintong,Completed,Natural / Dry,7.42,7.58,7.33,7.58,7.5,7.33,10.0,10.0,10.0,7.33,0.0,82.08,12.2,0,0,pale yellow,5,"February 4th, 2026",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
329,329,Indonesia,KT. Situnggaling,-,dry mill,,Koperasi Berkah Bersama Darul Mursyid,1250,Saipar Dolok Hole,Koperasi Berkah Bersama Darul Mursyid,1,2 kg,5758 Coffee Lab,2023 / 2024,"December 27th, 2024",FAHMUL HIDAYAT HASIBUAN,Sumatra,Completed,Washed / Wet,7.58,7.58,7.33,7.75,7.58,7.42,9.33,10.0,10.0,7.5,0.0,82.08,11.9,0,0,green,1,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
330,330,Vietnam,Khang Roastery,1,Dry mill,,Khang Roastery,1450,"Núi Min, xã Trạm Hành, Thành phố Đà Lạt, tỉnh Lâm Đồng",Huỳnh Nguyễn Trà My,1,2 kg,HQJ Coffee School,2025 / 2026,"April 7th, 2025",Huynh Nguyen Tra My,Catimor,Completed,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,0.0,82.0,12,0,0,green,1,"April 7th, 2026",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
331,331,Panama,Garrido,S84347.2 / P06537,Garrido Highlands Coffee,29-122-04,Panamerican Coffee Trading,1500,BOQUETE,Garrido family,250,30 kg,Specialty Coffee Association of Costa Rica,2024 / 2025,"May 8th, 2025",Rodrigo Soto,Caturra/Catuai,Completed,Fully Washed,7.5,7.42,7.42,7.42,7.58,7.33,10.0,10.0,10.0,7.33,0.0,82.0,10.5,0,2,green,1,"May 8th, 2026",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685
332,332,Vietnam,ThyThy Farm,Starmaya,Hulling Facility,,ThyThy Farm,1550,"Tram Hanh, Da Lat City",ThyThy Farm,1,60 kg,STONE VILLAGE LAB VIETNAM,2024 / 2025,"May 19th, 2025",ta anh,Starmaya,Completed,Natural / Dry,7.67,7.58,7.17,7.58,7.42,7.25,10.0,10.0,10.0,7.33,0.0,82.0,12.5,0,1,green,1,"May 19th, 2026",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189
333,333,Taiwan,COFEE BERRIES MANOR,C212,COFEE BERRIES MANOR,,Taiwan Coffee Laboratory,1100,"Gukeng Township, Yunlin County","WANG, YING-HUI",1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,7.5,7.42,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.0,81.92,10.5,10,0,brownish,2,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
334,334,Vietnam,Apollo Estate,Apollo honey 2024,Dry mill,,Công Ty TNHH APOLLO,>1000,Dalat,"Yeh, Li Chuan",1,2 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024 / 2025,"March 5th, 2025","Sunvirtue Co., Ltd",Catimor,Completed,Pulped natural / honey,7.5,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,7.5,0.0,81.92,11.1,0,0,green,0,"March 5th, 2026",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708"
335,335,Taiwan,四季紅咖啡,C01,四季紅咖啡,,Taiwan Coffee Laboratory,1200,嘉義/阿里山鄉,徐英文,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024 / 2025,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Villa Sarchi,Completed,Washed / Wet,7.5,7.42,7.33,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.3,0,0,green,2,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
336,336,Taiwan,周幼妹,A01,周幼妹,,Taiwan Coffee Laboratory,450,花蓮縣秀林鄉,周幼妹,1,2 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"September 26th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.58,7.42,7.33,7.33,7.42,7.33,10.0,10.0,10.0,7.42,0.0,81.83,11.3,0,0,greenish,0,"September 26th, 2026",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
337,337,Colombia,VARIOS,3-01-17560,"ALMACAFE ARMENIA, QUINDIO",3-01-17560,Federación de cafeteros de Colombia,1100 a 1800,SOACHA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"September 26th, 2025",Camilo Mosquera,,Completed,Washed / Wet,7.5,7.42,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.0,81.83,11.1,0,0,green,3,"September 26th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
338,338,Thailand,weerasak family,22,Doichang and Pangkhong,,"Neo Java Co., Ltd.",1300,เชียงราย,Weerasak Sathitsapsin,10,100 kg,Specialty Coffee Institute of Thailand,2024 / 2025,"September 23rd, 2025",ShuChan (Jennifer) Lin,Catimor,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.58,7.25,10.0,10.0,10.0,7.33,0.0,81.83,10,0,0,green,1,"September 23rd, 2026",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
339,339,Colombia,VARIOS,3-01-13645,ALMACAFE PEREIRA,3-01-13645,Federación de cafeteros de Colombia,1100 a 1800,RISARALDA,VARIOS,375,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"May 30th, 2025",Camilo Mosquera,VARIOS,Completed,Washed / Wet,7.42,7.25,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.0,81.83,11.4,0,0,green,2,"May 30th, 2026",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
340,340,Taiwan,大屯29莊園 Volcano 29 Manor,"2024 Sustainable Specialty Coffee Farm Awards,S039",大屯29莊園 Volcano 29 Manor,,Taiwan Coffee Laboratory,300,"台北市北投區 Beitou Dist., Taipei City","侯奕瑋 HOU,YI-WEI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Natural / Dry,7.42,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.33,0.0,81.83,10.6,0,0,yellow-green,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
341,341,Indonesia,PANINDOAN SIREGAR,-,dry mill,,PT.FILO MULTI GLOBALINDO,1050,SIPIROK,Filo coffee roastery,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Indo Bayo Regar,Sumatra,Completed,Natural / Dry,7.42,7.33,7.25,7.33,7.5,7.42,10.0,10.0,10.0,7.42,0.0,81.67,10.3,25,3,brownish,1,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
